Rank,Name,basename,Genre,ESRB_Rating,Platform,Publisher,Developer,VGChartz_Score,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,Last_Update,url,status,Vgchartzscore,img_url,Global_Total
1356,Kingdom Hearts: Chain of Memories,kingdom-hearts-chain-of-memories,Role-Playing,E,GBA,Square Enix,Jupiter Corporation,,7.4,,1.6,0.0,,,,,2004.0,,http://www.vgchartz.com/game/3593/kingdom-hearts-chain-of-memories/?region=All,1,,/games/boxart/1175844ccc.jpg,1.6
1357,Lost Planet: Extreme Condition,lost-planet-extreme-condition,Shooter,T,X360,Capcom,Capcom,,7.6,,1.6,0.0,,,,,2007.0,,http://www.vgchartz.com/game/1204/lost-planet-extreme-condition/?region=All,1,,/games/boxart/full_5803249AmericaFrontccc.jpg,1.6
1358,Metroid Fusion,metroid-fusion,Adventure,E,GBA,Nintendo,Nintendo R&D1,,9.0,,1.6,0.0,,,,,2002.0,,http://www.vgchartz.com/game/3781/metroid-fusion/?region=All,1,,/games/boxart/5958568ccc.jpg,1.6
1359,Pikmin,pikmin,Strategy,E,GC,Nintendo,Nintendo EAD,,8.1,,1.6,0.0,,,,,2001.0,,http://www.vgchartz.com/game/1739/pikmin/?region=All,1,,/games/boxart/full_5424296AmericaFrontccc.jpg,1.6
1360,Pokemon Super Mystery Dungeon,pokemon-super-mystery-dungeon,Role-Playing,E,3DS,Nintendo,ChunSoft,,7.7,,1.6,0.0,,,,,2015.0,03rd Aug 18,http://www.vgchartz.com/game/85570/pokemon-super-mystery-dungeon/?region=All,1,,/games/boxart/full_387892AmericaFrontccc.png,1.6
1361,Resident Evil 4,resident-evil-4,Action,M,GC,Capcom,Capcom Production Studio 4,,9.6,,1.6,0.0,,,,,2005.0,,http://www.vgchartz.com/game/1884/resident-evil-4/?region=All,1,,/games/boxart/2169923ccc.jpg,1.6
1362,Sonic Adventure DX: Director's Cut,sonic-adventure-dx-directors-cut,Platform,E,GC,Sega,Sonic Team,,5.4,,1.6,0.0,,,,,2003.0,,http://www.vgchartz.com/game/2103/sonic-adventure-dx-directors-cut/?region=All,1,,/games/boxart/3947124ccc.jpg,1.6
1363,Sonic Unleashed,sonic-unleashed,Platform,E10,Wii,Sega,Sonic Team/Dimps Corporation,,6.7,8.2,1.6,0.0,,,,,2008.0,,http://www.vgchartz.com/game/24508/sonic-unleashed/?region=All,1,,/games/boxart/full_5718590AmericaFrontccc.jpg,1.6
1364,Super Mario Strikers,super-mario-strikers,Sports,E,GC,Nintendo,Next Level Games,,8.0,,1.6,0.0,,,,,2005.0,,http://www.vgchartz.com/game/2280/super-mario-strikers/?region=All,1,,/games/boxart/full_3701408AmericaFrontccc.jpg,1.6
1365,River Raid,river-raid,Shooter,,2600,Activision,Activision,,,,0.0,1.6,1.49,0.09,,0.02,1982.0,,http://www.vgchartz.com/game/19601/river-raid/?region=All,1,,/games/boxart/5200578ccc.jpg,1.6
1366,Just Cause 2,just-cause-2,Action,M,X360,Square Enix,Avalanche Studios,,8.0,,0.0,1.6,0.59,0.83,0.02,0.17,2010.0,,http://www.vgchartz.com/game/24232/just-cause-2/?region=All,1,7.8,/games/boxart/full_2327598AmericaFrontccc.jpg,1.6
1367,Silent Hill,silent-hill,Adventure,M,PS,Konami,KCET,,8.9,,0.0,1.6,0.71,0.48,0.3,0.1,1999.0,,http://www.vgchartz.com/game/2051/silent-hill/?region=All,1,,/games/boxart/1456138ccc.jpg,1.6
